application_id,application_date,loan_type,loan_amount_requested_usd,loan_purpose,repayment_tenure_months,applicant_ssn,applicant_full_name,applicant_date_of_birth,applicant_gender,applicant_marital_status,applicant_level_of_education,applicant_street_address,applicant_city,applicant_state,applicant_zip_code,applicant_phone_number,applicant_email_address,employment_type,employer_name,duration_of_employment_years,monthly_income_usd,bank_account_number,next_of_kin_full_name,next_of_kin_relationship,next_of_kin_phone_number
USLW-APP-20250320-487,2025-03-20,Personal,29385.0,Home Improvement,50.0,546-96-1601,Daniel Hayes,1999-04-20,Other,Divorced,Doctorate,9927 Villanueva Extensions Apt. 817,Port Erin,Oregon,62249.0,3249356097,avilawendy@yahoo.com,Self-Employed,Smith and Sons LLC,12.9,16769.0,69237830.0,Taylor Green,Parent,298579737707291
USLW-APP-20240809-173,2024-08-09,Personal,12178.0,Debt Consolidation,26.0,612-57-9864,Christopher King,1974-02-24,Male,Widowed,Some College,907 Frost View,West Shirley,Oregon,2551.0,8190532862,scox@hotmail.com,Salaried,Macdonald Ltd Corp.,6.2,24907.0,106668155.0,Michele Vincent,Spouse,3185869406
USLW-APP-20241016-234,2024-10-16,Mortgage,101494.0,Home Purchase,316.0,619-44-8133,Robin Powers,1970-08-23,Female,Divorced,Associate's Degree,70655 Jeff Walks,South Jennifer,Arkansas,24324.0,983758790912508,batesjustin@bennett.org,Salaried,"Castaneda, Eaton and Weeks Corp.",7.1,21722.0,96307830.0,Michael Kirk,Parent,8414849253
USLW-APP-20241223-626,2024-12-23,Small Business,414441.0,Startup Costs,31.0,683-28-5947,Ruben Dickerson,1955-02-15,Female,Widowed,High School Diploma,14147 Nguyen Street Apt. 718,Whiteburgh,Illinois,5523.0,9541479337,teresa41@hotmail.com,Hourly,"Ball, Cervantes and Shaffer Corp.",1.5,13526.0,28868402.0,Ryan Gonzales,Sibling,16885029640
USLW-APP-20240906-242,2024-09-06,Small Business,55492.0,Inventory,79.0,303-28-9719,Matthew Hall,1975-01-18,Other,Widowed,Doctorate,896 Church Estates Suite 961,Myerschester,Kansas,71149.0,4686756835716,jay28@yahoo.com,Salaried,Nguyen LLC Corp.,25.1,7722.0,32546626.0,Haley Spencer,Friend,0012989792164439
USLW-APP-20240408-746,2024-04-08,Personal,22055.0,Education,60.0,686-17-1656,David Mcdonald,1954-05-15,Female,Separated,Associate's Degree,6530 Day Crescent,Johnsonmouth,Florida,62310.0,4658073444,madisonpayne@yahoo.com,Salaried,Weaver LLC Corp.,15.8,10498.0,110373290.0,Heather Kerr,Sibling,7789662149
USLW-APP-20250119-605,2025-01-19,Personal,4812.0,Vacation,15.0,640-18-6642,James Lopez,1956-12-29,Male,Widowed,Master's Degree,81662 Jason Ville,West Wesleyburgh,Colorado,67355.0,4310262407,petersentyler@cook.org,Salaried,Buchanan-Butler Corp.,28.2,10641.0,78469631.0,Hunter Russell MD,Spouse,174852057998796
USLW-APP-20240917-681,2024-09-17,Personal,49304.0,Education,12.0,613-18-2037,Michael Alvarez,1982-06-14,Male,Widowed,High School Diploma,5823 Bentley Rapid,Port Tracey,West Virginia,3677.0,66558302707078,crawfordjeffrey@bruce-hughes.net,Salaried,Rogers LLC Corp.,20.3,4681.0,28924838.0,George Lewis,Friend,0019592424117236
USLW-APP-20241224-328,2024-12-24,Small Business,274296.0,Equipment Purchase,41.0,074-32-7784,Martha King,1952-11-16,Female,Single,High School Diploma,381 Ramirez Crossing Apt. 746,New Melissa,Wisconsin,10831.0,00182309839824195,christophermarquez@bowman.net,Salaried,King and Sons Corp.,19.6,26533.0,22423843.0,Jessica Berry,Spouse,110865975617988
USLW-APP-20240708-619,2024-07-08,Personal,28363.0,Home Improvement,54.0,628-69-8891,Brittney Robinson,1978-07-05,Female,Single,Some College,811 Sarah Hollow,Johnnyberg,Nebraska,76633.0,5260669386,sstanley@wallace.com,Self-Employed,"Trevino, Gregory and Smith LLC",14.7,17171.0,51070869.0,Emma Moore MD,Parent,0015331645804
USLW-APP-20240719-918,2024-07-19,Small Business,372126.0,Expansion,74.0,184-18-1652,Eric Schmidt,1965-09-01,Female,Single,Associate's Degree,42845 Martinez Way,Lake Patrick,Rhode Island,91497.0,9794089279,cboone@weeks.net,Hourly,Graham Ltd Corp.,25.7,25806.0,124053357.0,Abigail Williams,Friend,2890502438
USLW-APP-20250307-987,2025-03-07,Mortgage,174560.0,Home Purchase,235.0,496-99-8761,Jeremiah Mccoy,1968-10-26,Male,Separated,Master's Degree,39897 Thomas Shores,Jenniferborough,North Carolina,83197.0,4252688229,andersonmaria@wells-cole.info,Hourly,Velasquez-Smith Corp.,19.4,28339.0,107690258.0,Melissa Ramirez,Spouse,8437951760
USLW-APP-20250223-852,2025-02-23,Personal,16468.0,Education,48.0,881-12-5639,Alexander Mclaughlin,1950-07-06,Male,Married,Doctorate,998 Diaz Ways Suite 803,New Jasonshire,Illinois,7743.0,6102771078,summerslisa@gmail.com,Salaried,Spencer-Rogers Corp.,15.2,20374.0,116881061.0,Tyler Howard,Sibling,7707481348
USLW-APP-20240415-769,2024-04-15,Auto,26337.0,Refinance,66.0,750-23-2872,Sharon Conner,1996-12-18,Other,Married,Associate's Degree,7635 Trujillo Port Suite 935,Smithview,Washington,71122.0,9524861662,julie41@cooper.org,Salaried,"Chase, Gordon and Patel Corp.",16.4,9219.0,112306647.0,Jacqueline Murray,Spouse,81712826481254
USLW-APP-20240920-573,2024-09-20,Personal,5610.0,Home Improvement,36.0,419-59-2482,Michael Robertson,2000-12-26,Female,Married,Master's Degree,6803 Valerie Vista Suite 120,Lake Mark,Texas,46829.0,5816725209144,jeremiah79@yahoo.com,Hourly,Franco-Peters Corp.,28.2,10397.0,98390764.0,Adrian Hopkins,Friend,6288682218
USLW-APP-20240903-192,2024-09-03,Small Business,190195.0,Inventory,43.0,002-51-0230,Jill Alexander,1969-02-09,Female,Married,Bachelor's Degree,3684 Wise Lock,North Carolinefort,Arkansas,61768.0,1242537204511516,melanie64@golden.net,Salaried,"Mullins, Allen and Stone Corp.",12.6,22683.0,109451178.0,Justin Phelps,Friend,8974339324
USLW-APP-20241015-272,2024-10-15,Mortgage,451647.0,Refinance,238.0,143-69-1549,Tim Chandler,2002-03-08,Male,Widowed,Bachelor's Degree,86135 George Terrace Apt. 964,South Davidside,Rhode Island,12935.0,8517340853,quinnsusan@hotmail.com,Salaried,"Kirby, Perry and Cooper Corp.",1.7,25016.0,49048146.0,Matthew Stone,Spouse,090973642134357
USLW-APP-20250217-555,2025-02-17,Personal,22061.0,Medical Expenses,23.0,063-80-6831,Michelle Herring,1970-02-26,Female,Widowed,Some College,71774 Bennett Cliff,South Meagan,Alaska,11699.0,2054213207,charlesjones@pearson.com,Hourly,"Torres, Williams and Mendez Corp.",0.6,3380.0,11536547.0,Selena Gomez,Spouse,12676812507306
USLW-APP-20240405-275,2024-04-05,Personal,47294.0,Medical Expenses,51.0,130-83-6141,Heather Dodson,1993-01-19,Other,Widowed,Some College,89184 Richardson Center Suite 470,Lake Rachelhaven,Iowa,75067.0,90290889157701,laurensmith@velasquez-osborne.com,Salaried,"Humphrey, Baker and Hood Corp.",9.1,16838.0,31430199.0,Sara Ray,Friend,5685817470
USLW-APP-20250304-472,2025-03-04,Personal,40518.0,Home Improvement,22.0,579-37-4733,Laurie Henderson,1963-07-29,Male,Married,Doctorate,57739 Smith Mount Apt. 192,West Anthony,Virginia,79857.0,1020173226,matthewalvarez@hansen-lawrence.com,Salaried,Cardenas-Howell Corp.,2.6,12014.0,55542869.0,Courtney Clark,Spouse,0004932161
USLW-APP-20250110-791,2025-01-10,Personal,35181.0,Education,59.0,657-23-2698,Amy Ball,1973-10-24,Female,Widowed,Associate's Degree,4016 Janet Squares Suite 609,South Kevin,Oregon,3288.0,23674886023474,richardpena@yahoo.com,Salaried,Wilcox PLC Corp.,19.9,27321.0,71860101.0,Chad Sandoval,Parent,19362856625610
USLW-APP-20241021-877,2024-10-21,Small Business,499928.0,Working Capital,54.0,863-79-4336,Juan Cox,1986-06-01,Female,Separated,Associate's Degree,397 Perry Highway Apt. 497,Sosaton,Hawaii,11058.0,59475625850809,qponce@santos.net,Self-Employed,"Hill, Ayers and Case LLC",2.2,12960.0,111926031.0,Gregory Chan,Friend,4178126677
USLW-APP-20250326-333,2025-03-26,Personal,22547.0,Debt Consolidation,57.0,517-78-4952,Terry Gillespie,1961-10-29,Other,Single,High School Diploma,3064 Jones Summit Suite 486,Port Brendaberg,Connecticut,20883.0,0366250162,kimberlyhayes@morris-sparks.com,Hourly,Robinson Ltd Corp.,25.2,12152.0,59361114.0,Stephen Pugh,Spouse,0102227891
USLW-APP-20240618-892,2024-06-18,Personal,1268.0,Medical Expenses,57.0,674-17-2956,Janice Flores,1950-12-09,Male,Single,Doctorate,87380 Downs Drive Suite 328,Thorntonside,Nevada,23011.0,0882045037,gabriella79@gmail.com,Self-Employed,"Orozco, Garcia and Morris LLC",10.5,11075.0,38939156.0,David Jimenez,Friend,1387529592260498
USLW-APP-20240824-467,2024-08-24,Small Business,462617.0,Equipment Purchase,64.0,101-46-2897,Tanya Herring,1969-02-20,Other,Married,Doctorate,40552 Erica Springs Suite 972,Mckenzieville,Montana,64911.0,53294550462071,fosterrichard@smith.com,Salaried,Beltran Inc Corp.,25.0,8842.0,22491066.0,Stephanie Olson,Spouse,1024912782845638
USLW-APP-20250124-645,2025-01-24,Small Business,202375.0,Equipment Purchase,44.0,269-61-2292,David Nelson,1969-06-12,Female,Separated,Master's Degree,40502 Singh Hills Suite 743,Stephanieside,Alaska,54998.0,80475744245804,zgriffith@davis.com,Salaried,Buchanan-White Corp.,23.7,16830.0,87750412.0,Gregory York,Sibling,491063551736225
USLW-APP-20250128-257,2025-01-28,Personal,9952.0,Education,21.0,370-73-8295,Benjamin Garcia,1988-10-14,Female,Divorced,Master's Degree,202 Lopez Hills Apt. 368,South Paulstad,Vermont,47187.0,1663971205,ieaton@higgins-foley.info,Self-Employed,"Jackson, Garcia and Atkinson LLC",11.6,17242.0,48047737.0,Cynthia Baker,Parent,6117327638
USLW-APP-20240508-503,2024-05-08,Small Business,10017.0,Equipment Purchase,64.0,884-83-7868,Jonathan Smith,1996-07-09,Male,Divorced,Some College,7737 Jennifer Orchard,Silvahaven,Illinois,11826.0,223560022465728,stricklanddustin@hotmail.com,Salaried,"Fitzgerald, Ward and Brown Corp.",8.0,12748.0,91178572.0,Kevin Richards III,Sibling,641862429187678
USLW-APP-20241010-263,2024-10-10,Personal,24135.0,Debt Consolidation,36.0,476-53-3943,James Pennington,2004-09-18,Other,Widowed,Associate's Degree,3687 Clark Turnpike Apt. 236,Lake Stacey,Oklahoma,52905.0,13200873733,tylerramos@yahoo.com,Self-Employed,"Cole, Haynes and Khan LLC",1.4,6541.0,40554804.0,Michael Mcclure,Friend,143687017993779
USLW-APP-20241125-877,2024-11-25,Mortgage,969602.0,Refinance,349.0,814-67-1547,Melanie Durham,1957-05-10,Female,Single,Some College,221 Jessica Brook Suite 015,Lake Christopher,Wisconsin,23983.0,0706371446,sarah05@gmail.com,Salaried,Boyer Inc Corp.,29.7,11299.0,19149897.0,Melissa Clark,Friend,235730207076326
USLW-APP-20240624-178,2024-06-24,Personal,34531.0,Home Improvement,28.0,880-40-1458,Meghan Buchanan,1965-02-19,Male,Separated,Doctorate,50462 Bartlett Manors Suite 623,Christopherport,Wisconsin,30485.0,544890491208295,lopezdaniel@martinez-petersen.net,Salaried,"Martinez, Maynard and Ross Corp.",24.3,29987.0,42190486.0,Elizabeth Boyer,Friend,23304127944845
USLW-APP-20241127-954,2024-11-27,Auto,66781.0,Refinance,32.0,889-78-3683,Debra Cowan,1975-09-10,Male,Married,Some College,68002 Jeffrey Summit,North Ronald,Oklahoma,63961.0,1655462289,krystalburke@gmail.com,Self-Employed,"Sharp, Cunningham and Jensen LLC",8.6,18934.0,121459129.0,Brian Glenn,Friend,0502664632
USLW-APP-20250109-386,2025-01-09,Personal,44654.0,Vacation,32.0,239-64-9659,Luke Allen,1980-01-31,Other,Married,High School Diploma,793 Chad Hills Apt. 064,Lake Jacob,Hawaii,55201.0,0012614660123,hcampbell@yahoo.com,Salaried,Fry Ltd Corp.,26.6,7158.0,124647200.0,Kimberly Kent,Parent,001821621574674969
USLW-APP-20240702-449,2024-07-02,Personal,36055.0,Home Improvement,43.0,780-10-8077,Eric Richardson,1950-06-06,Other,Widowed,Associate's Degree,8694 Dustin Springs Suite 374,Doylechester,Wisconsin,86674.0,00156577642203451,chrisfritz@gmail.com,Salaried,Porter Ltd Corp.,1.4,21619.0,126574559.0,Susan Yoder,Parent,1765583263103975
USLW-APP-20241221-205,2024-12-21,Personal,7646.0,Medical Expenses,57.0,483-45-5301,Phillip Wilson,1969-05-08,Male,Widowed,Some College,029 Bowman Wells,Randyside,Rhode Island,32225.0,8440712248,jhudson@villa.org,Hourly,Strickland-Crane Corp.,24.6,18402.0,43425273.0,Chad Lane,Friend,0884123510428
USLW-APP-20241124-314,2024-11-24,Small Business,349241.0,Expansion,45.0,059-09-9962,Michele Horton,1972-08-08,Female,Widowed,High School Diploma,98772 Gregory Manor Apt. 587,West Jonathon,Washington,9164.0,0563755272,dennis16@wilcox.info,Hourly,"Macdonald, Wright and Mcdonald Corp.",25.8,26985.0,20215710.0,Donald Eaton,Friend,22975054094354
USLW-APP-20241112-232,2024-11-12,Personal,8105.0,Vacation,36.0,610-41-9622,Elizabeth Kramer,2005-09-17,Male,Separated,Doctorate,74606 Samantha Parkway Apt. 840,West Stacy,Vermont,93178.0,1338624282,gillrichard@day.com,Self-Employed,Salinas LLC LLC,9.6,14250.0,57059994.0,William Carr,Sibling,0102061327
USLW-APP-20240819-824,2024-08-19,Small Business,254010.0,Equipment Purchase,43.0,458-99-7589,Jeffrey Stewart,1972-12-19,Female,Widowed,Some College,51904 Hernandez Canyon,East Nathan,Colorado,55496.0,9564072295308,maldonadojeffrey@shannon-ford.com,Salaried,Holmes Inc Corp.,18.9,26142.0,73868428.0,Kathryn Jordan,Parent,0019650759085
USLW-APP-20240515-948,2024-05-15,Personal,11279.0,Education,26.0,199-54-4805,Jack Morales,1979-10-21,Male,Widowed,Associate's Degree,109 Amber Mills Apt. 665,Lake Feliciabury,Nevada,40330.0,6359798154,trujillobrett@simpson.com,Salaried,Gonzales LLC Corp.,11.2,17063.0,94659836.0,Tina Martin,Sibling,0014951702336560
USLW-APP-20240606-720,2024-06-06,Small Business,391260.0,Working Capital,57.0,575-48-1779,Misty Walter,1965-11-12,Other,Single,Some College,73344 John Place,Singletonville,Nebraska,87948.0,19194486809014,rgreen@gmail.com,Salaried,Shepard Ltd Corp.,7.3,5692.0,48654492.0,Eric Mcknight,Sibling,72466356703724
USLW-APP-20240527-411,2024-05-27,Small Business,455414.0,Working Capital,70.0,709-43-5911,Sean Jackson,1991-06-20,Other,Widowed,Bachelor's Degree,9812 Horn Prairie Apt. 167,Romerotown,Vermont,19936.0,080361615217075,khernandez@hotmail.com,Salaried,Anderson-Taylor Corp.,4.5,9890.0,76968286.0,Felicia Buchanan,Friend,220660602654545
USLW-APP-20240626-427,2024-06-26,Small Business,452657.0,Startup Costs,50.0,658-31-4653,Michael Ryan,1956-08-16,Male,Single,Some College,05254 Griffith Springs Apt. 157,Turnermouth,Ohio,71945.0,00184360812870852,destinycarpenter@gmail.com,Self-Employed,Garcia and Sons LLC,4.4,19460.0,10397185.0,Alyssa Howard,Spouse,9616621464
USLW-APP-20240411-546,2024-04-11,Personal,3010.0,Home Improvement,24.0,094-94-5833,Kristina Jones,1989-01-14,Male,Widowed,Bachelor's Degree,6349 Kevin Land,Port Kyle,Nevada,42030.0,11614567908979,sheaclinton@flores.com,Salaried,Hart and Sons Corp.,15.9,22935.0,72956690.0,Brooke Williams,Spouse,1046282394
USLW-APP-20241021-447,2024-10-21,Small Business,332155.0,Startup Costs,75.0,709-46-8959,Noah Harris,1968-08-27,Female,Widowed,Associate's Degree,321 Mcguire Hills Apt. 121,West Scottview,West Virginia,20070.0,0013519271327475,smithjennifer@frazier.com,Self-Employed,Johnson-Stout LLC,16.5,9794.0,38490860.0,Denise Edwards,Parent,001515194938663348
USLW-APP-20240726-342,2024-07-26,Auto,9060.0,Used Car Purchase,67.0,245-71-5575,Jenna Smith,1992-05-27,Female,Separated,Master's Degree,565 Heather Parkway,New Laurabury,Kansas,9170.0,00138292501283702,russelldavid@yahoo.com,Salaried,Herman-Elliott Corp.,25.5,18573.0,54635832.0,Daniel Morgan,Sibling,114727447654438
USLW-APP-20240403-948,2024-04-03,Small Business,457232.0,Startup Costs,79.0,459-17-9794,Stacey Williams,1978-10-20,Female,Divorced,Master's Degree,492 Whitney Ways Apt. 921,Lake Joseph,Montana,18220.0,1604115542,davidjenkins@douglas.com,Salaried,"Patrick, Coleman and Daugherty Corp.",22.2,14392.0,124361405.0,Sean Bean,Friend,8933247154424
USLW-APP-20250227-117,2025-02-27,Small Business,196784.0,Startup Costs,40.0,063-18-4947,Annette Smith,1957-12-03,Male,Single,Bachelor's Degree,1299 Margaret Cliff,Lake Peter,Alaska,41404.0,625872775073947,phaynes@smith.com,Salaried,Walker Group Corp.,27.0,13828.0,18799293.0,Theresa Dawson,Friend,9015821112
USLW-APP-20240729-302,2024-07-29,Auto,34466.0,New Car Purchase,60.0,183-23-7749,Sarah Huff,1984-02-25,Male,Widowed,Bachelor's Degree,43111 Fred Radial Suite 945,Lake Margaretbury,Texas,14132.0,110430007157209,ann70@yahoo.com,Hourly,Smith-Thomas Corp.,21.1,9383.0,86673118.0,Christine Thomas,Sibling,001108288367594413
USLW-APP-20240624-727,2024-06-24,Personal,38512.0,Other,59.0,162-17-4013,Beverly Manning,2004-06-04,Other,Widowed,Doctorate,295 Adriana Locks,Ginaside,Alaska,24554.0,10273025091,ftaylor@walters.org,Salaried,"Adams, Martin and Shields Corp.",2.2,12785.0,26397988.0,Kimberly James,Spouse,5257948473
USLW-APP-20240813-233,2024-08-13,Auto,16398.0,Used Car Purchase,47.0,388-58-7837,Amber Moore,1951-11-03,Male,Separated,Some College,77741 Norton Fort Suite 620,East Elizabethberg,North Carolina,9711.0,84413820102104,crosbystacy@shields.com,Salaried,Barton Inc Corp.,23.7,8423.0,15351320.0,Cheryl Berg,Sibling,0019311369206251
USLW-APP-20250101-494,2025-01-01,Personal,24849.0,Home Improvement,34.0,049-12-8811,Steve Benson,1972-06-11,Other,Widowed,Some College,988 Karen Greens,New Sarah,Mississippi,19973.0,3404513748,boonesarah@reese.info,Self-Employed,Campbell-Nolan LLC,1.5,4127.0,28635428.0,Suzanne Coleman,Sibling,562982377108606
USLW-APP-20250215-594,2025-02-15,Auto,26746.0,Refinance,40.0,488-79-2865,Carol Cameron,1967-10-22,Male,Divorced,Some College,4226 Tony Knolls Apt. 262,Jasonton,Colorado,93496.0,0745241160,aaron13@salazar.org,Self-Employed,Lucas-Waters LLC,18.0,24146.0,55402271.0,Kelly Jones,Sibling,007343853768270
USLW-APP-20240619-577,2024-06-19,Personal,15435.0,Vacation,26.0,743-43-7937,Melissa Garrett,1980-11-02,Female,Divorced,Master's Degree,7496 Amanda Coves,Mooreport,Oklahoma,94972.0,1675769981,kara10@yahoo.com,Salaried,Allen and Sons Corp.,20.4,14340.0,100987243.0,Joseph Potter,Friend,3365598028
USLW-APP-20250205-701,2025-02-05,Small Business,307672.0,Expansion,64.0,886-43-2123,Paula Hanson,1998-11-01,Male,Widowed,Doctorate,4913 Jacqueline Dale,South Joseph,Rhode Island,73409.0,0018107723422,ramirezmarie@sullivan-meyer.com,Salaried,Hill-Lopez Corp.,27.0,11457.0,110487429.0,Summer Roman,Spouse,95927718307894
USLW-APP-20250131-921,2025-01-31,Personal,25351.0,Vacation,31.0,567-78-0811,Jennifer Rivas,1989-08-01,Male,Widowed,Associate's Degree,2322 Heather Spring Apt. 095,South Katelyn,West Virginia,10952.0,4301392356605,jperez@gmail.com,Hourly,Woods-Eaton Corp.,13.3,9808.0,45390597.0,Robert Horn,Parent,0211479444622
USLW-APP-20241223-674,2024-12-23,Mortgage,314837.0,Refinance,188.0,511-91-7004,Dr. Adam Thompson,1972-06-09,Male,Divorced,Doctorate,653 Spencer Ramp Apt. 952,Riosview,Washington,44554.0,0122879799,jessicawilson@hotmail.com,Salaried,Huang-Parker Corp.,10.0,28778.0,40197122.0,Andrew Patel,Parent,15101618717559
USLW-APP-20240709-101,2024-07-09,Personal,18728.0,Education,48.0,368-15-3780,Eric Grimes,1956-01-02,Other,Separated,Associate's Degree,68897 Diane Stravenue,Gloriamouth,New Mexico,25883.0,1441592362522928,davidfitzpatrick@yahoo.com,Salaried,George-Norton Corp.,4.4,29209.0,98038835.0,Christopher Gilbert,Spouse,3968309094136
USLW-APP-20250108-251,2025-01-08,Personal,4072.0,Home Improvement,39.0,605-09-4018,Craig Lucas,1997-11-05,Male,Single,Some College,372 James Lakes,West Michaelmouth,North Carolina,96613.0,660551453112114,walkernicolas@gmail.com,Salaried,"Miller, Maddox and Johnson Corp.",11.3,19113.0,11471673.0,Joshua Roy,Friend,0017143709516
USLW-APP-20241103-652,2024-11-03,Mortgage,590322.0,Refinance,285.0,257-44-0414,Janet Owens,1952-05-29,Other,Divorced,Master's Degree,061 Martin Parks Suite 216,West Sandramouth,Montana,84130.0,4388103905228,andrewbates@mccormick.net,Salaried,Garcia Group Corp.,10.7,17408.0,12090684.0,Mrs. Sarah Ross,Parent,7665974968
USLW-APP-20250109-563,2025-01-09,Personal,26306.0,Other,22.0,370-11-2278,Sara Wolfe,1998-04-23,Other,Single,Bachelor's Degree,74828 Shane Islands,Lake Crystal,Nebraska,49757.0,1719578429467,jenniferrobertson@schaefer.org,Salaried,"Miller, Willis and Smith Corp.",5.1,6151.0,65346408.0,Tracy Matthews,Friend,7503710890
USLW-APP-20240515-528,2024-05-15,Mortgage,83061.0,Refinance,183.0,790-78-9050,Erica Martin,2005-12-17,Other,Divorced,Bachelor's Degree,706 Martin Inlet Apt. 963,Heatherborough,Montana,26084.0,143892520820642,timrios@morales.biz,Salaried,"Steele, Howell and Mullins Corp.",28.8,12167.0,29161506.0,Melanie Todd,Sibling,0033662753378
USLW-APP-20240408-970,2024-04-08,Small Business,316383.0,Expansion,35.0,842-39-7656,Ashley Dean,1998-05-23,Female,Married,Associate's Degree,6719 Brown Light Suite 228,New Kristin,Wisconsin,70338.0,1940281571731,heathaustin@gmail.com,Salaried,"Lewis, Pitts and Gray Corp.",26.3,28400.0,88796200.0,Shane Perry,Friend,195350766307348
USLW-APP-20241005-632,2024-10-05,Personal,7267.0,Other,39.0,498-75-6527,Greg Jimenez,1959-10-01,Other,Separated,Master's Degree,496 Cheryl Land Suite 227,Madisonview,Illinois,61274.0,5411233874,tmiller@hotmail.com,Salaried,Garcia LLC Corp.,29.3,8800.0,18638066.0,Peter Lee,Parent,10869640712923
USLW-APP-20240630-877,2024-06-30,Small Business,332723.0,Inventory,54.0,551-74-6564,Scott Rivera,1987-09-23,Female,Married,Master's Degree,334 Isabella Lake Apt. 565,Charlesmouth,Oregon,21168.0,8861150202,thomas15@yahoo.com,Salaried,Brandt Ltd Corp.,7.5,2070.0,128563458.0,Michelle Garcia,Friend,8406814885
USLW-APP-20241114-490,2024-11-14,Mortgage,476743.0,Home Purchase,309.0,329-35-4867,Steven Anderson,2003-09-21,Other,Widowed,High School Diploma,3378 Garcia Meadow,Collinston,New Mexico,19996.0,6226990174576,david31@yahoo.com,Hourly,Moses-Lozano Corp.,9.2,7367.0,20102593.0,Michael Mcdowell,Sibling,135634198832094
USLW-APP-20240605-659,2024-06-05,Personal,10812.0,Other,29.0,432-35-3188,David Smith,1970-07-21,Female,Widowed,Bachelor's Degree,3579 Hendrix Summit Suite 722,Berrymouth,West Virginia,70658.0,7168719027,xsimon@hotmail.com,Salaried,"Fernandez, Cooper and Murphy Corp.",11.3,6811.0,86891521.0,Raymond Murillo,Friend,3442356318885
USLW-APP-20240628-219,2024-06-28,Small Business,493875.0,Inventory,50.0,619-19-8867,Ryan Kim,1959-09-26,Other,Married,Some College,759 Church Run Suite 110,South Eric,Nevada,63245.0,07221806155906,emcpherson@hotmail.com,Self-Employed,Williams Inc LLC,13.8,20324.0,23999059.0,Gloria Jackson,Spouse,480641102583137
USLW-APP-20240925-691,2024-09-25,Mortgage,322409.0,Home Purchase,307.0,794-64-5403,David Walker,2006-01-07,Female,Separated,Bachelor's Degree,357 Robinson Lakes,Kennedyville,Nebraska,69127.0,7594364326,holmesmichelle@carter.com,Hourly,Anderson-Wilson Corp.,26.9,21730.0,81668500.0,Wayne Tucker,Spouse,5782486175
USLW-APP-20250218-413,2025-02-18,Auto,51970.0,New Car Purchase,30.0,238-89-2204,Anthony Young,1982-11-16,Male,Widowed,Doctorate,50542 James Cliff,Lyonsmouth,Wisconsin,37198.0,2278257060,vjackson@kemp.biz,Self-Employed,"Taylor, Morgan and Chandler LLC",19.3,17214.0,21054404.0,Leslie Trevino,Parent,50563275242326
USLW-APP-20250401-554,2025-04-01,Mortgage,707258.0,Refinance,341.0,298-79-4306,Amanda Knight,1984-09-09,Female,Widowed,Master's Degree,60396 Zachary Motorway,Coxborough,South Carolina,58787.0,7987027854,schmidttheresa@fisher.net,Self-Employed,Pacheco-Peterson LLC,9.5,7907.0,105274511.0,Eric Armstrong,Friend,5802041140
USLW-APP-20250306-577,2025-03-06,Personal,7163.0,Vacation,35.0,325-93-3555,Randall Kidd,2004-07-17,Female,Single,Bachelor's Degree,797 Kenneth Greens,East Trevor,Washington,13716.0,195748579214985,james69@gmail.com,Hourly,Holmes-Campbell Corp.,6.3,8586.0,55801296.0,Amanda Schmidt,Spouse,4922357520296
USLW-APP-20250117-402,2025-01-17,Auto,56769.0,New Car Purchase,27.0,706-48-9824,Dillon Wilson,1991-03-21,Female,Divorced,Some College,341 Larry Prairie,Port Kyle,Florida,95094.0,0174414738,onorris@gmail.com,Salaried,Bailey-Bailey Corp.,2.3,17478.0,92593046.0,Michael Kane,Friend,863008641261905
USLW-APP-20250204-744,2025-02-04,Small Business,278263.0,Expansion,70.0,108-02-9169,Kim Garcia,1954-04-18,Male,Separated,Doctorate,16660 Dixon Village Apt. 753,Port Mary,Texas,40632.0,00190333351264591,jwhitehead@hotmail.com,Salaried,Lane Ltd Corp.,4.8,13390.0,91082820.0,Debra Mcgee,Friend,0019368873467927
USLW-APP-20240429-526,2024-04-29,Mortgage,677397.0,Home Purchase,235.0,200-80-7536,Larry Farrell,1972-08-16,Other,Married,Associate's Degree,6908 Cochran Road Apt. 243,North Ericbury,West Virginia,78941.0,117739434321775,gavin16@hotmail.com,Salaried,Weaver-Maldonado Corp.,19.1,6717.0,126134494.0,Dennis Garcia,Parent,0019968123094170
USLW-APP-20250104-448,2025-01-04,Small Business,19159.0,Expansion,72.0,766-61-8797,Louis Myers,2004-03-28,Other,Married,Doctorate,96064 Jennifer Union Suite 860,Andreatown,Ohio,35845.0,2920379059,amanda67@ray-thomas.com,Salaried,"Wade, Keller and Johnson Corp.",18.0,13903.0,86985657.0,Dawn King,Friend,9901112609
USLW-APP-20241210-175,2024-12-10,Personal,7481.0,Other,50.0,469-91-6112,Stephanie Rodriguez,2002-03-03,Other,Widowed,Associate's Degree,918 Kristina Highway Suite 255,Paulville,Florida,73724.0,2466306271,bpoole@moore.com,Salaried,Wiley LLC Corp.,27.8,13228.0,118852904.0,Joel Bell,Spouse,23050068400637
USLW-APP-20240829-323,2024-08-29,Personal,36051.0,Home Improvement,41.0,698-57-7198,John Chavez,1988-12-04,Male,Separated,High School Diploma,162 Christine Prairie,East Lisashire,Florida,70018.0,19382265826959,hendersondouglas@keller.info,Self-Employed,Fritz Ltd LLC,13.3,8536.0,104530120.0,Amy Carter,Friend,14297658854
